address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE,AREA_NAME,Esta.
23 ST JOHNS RD,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.66522,-79.47415,Junction Area (90),"Coast Cafe Bar (2018), Lotus Inn Chinese Cuisine (2012)"
2317 ST CLAIR AVE W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.66981,-79.47892,Junction Area (90),Pioneer Snack Express   Country Style (2018)
238 ANNETTE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66268,-79.4711,Junction Area (90),The Good Neighbour (2012)
2393 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66922,-79.48125,Junction Area (90),Kd Variety (2012)
240 ANNETTE ST,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.6627,-79.47119,Junction Area (90),Annette Food Market (2014)
2411 ST CLAIR AVE W,0,0,1,1,2,1,1,0,1,0,1,1,0,3,0.5,2,0.25,0,43.669129999999996,-79.48161999999999,Junction Area (90),"O Tome (2016), Ouro Bar And Grill (2014)"
2416 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.33333,1,0.33333,0,43.66961,-79.48226,Junction Area (90),"Pho Saigon Bangkok (2017), Pho Saigon Bangkok Restaurant (2012)"
2419 ST CLAIR AVE W,1,2,1,1,0,1,1,1,1,0,1,1,0,4,0.66667,2,0.33333,0,43.669090000000004,-79.48188,Junction Area (90),"Jamaica Jamaica Jerk (2012), Jerk Quizine (2013), The Palms Jerk And Grill (2017)"
242 ANNETTE ST,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0.33333,1,0.33333,0,43.66267,-79.47124000000001,Junction Area (90),High Park Variety (2012)
2422 ST CLAIR AVE W,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.669509999999995,-79.48241,Junction Area (90),"Pho Sun Vietnamese (2014), Royal Hk (2012)"
2424 ST CLAIR AVE W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.6695,-79.48246999999999,Junction Area (90),Biggers Restaurant (2012)
2428 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66945,-79.48258,Junction Area (90),Ban Cuon Thanh Truc (2012)
2438 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6694,-79.4829,Junction Area (90),Sicily Pizza (2012)
2460 ST CLAIR AVE W,1,1,0,0,0,1,0,0,1,0,0,1,1,3,0.5,1,0.5,0,43.66933,-79.48331,Junction Area (90),"Petro Canada (2012), Petro Canada Convenience (2017)"
2461 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,2,2,0,4,0.66667,1,0.66667,0,43.66887,-79.48333000000001,Junction Area (90),"Luca Vito (2016), Pupuseria Las San Sivar (2017), Vietnamese Noodle House (2012)"
2688 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66486,-79.4589,Junction Area (90),Coffee Time (2012)
2710 DUNDAS ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.665040000000005,-79.45949,Junction Area (90),"Westown Chinese Food (2018), Westowns Chinese Food (2012)"
2743 DUNDAS ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66485,-79.46075,Junction Area (90),Butternut Baking Co (2017)
2745 DUNDAS ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66487,-79.4608,Junction Area (90),The Plant Yyz (2017)
2755 DUNDAS ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66516,-79.4613,Junction Area (90),Mabels Bakery And Cafe (2017)
2763 DUNDAS ST W,0,1,1,1,1,0,1,1,2,0,0,1,1,5,0.8333299999999999,1,0.8333299999999999,0,43.66503,-79.46148000000001,Junction Area (90),"Food Benders (2013), Sorella Toronto (2014), Valis Foodcraft (2018)"
2766 DUNDAS ST W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.66539,-79.46122,Junction Area (90),Honest Weight (2015)
2772 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,2,0,3,0.5,1,0.5,0,43.665440000000004,-79.46146,Junction Area (90),"Baguette And Co. (2017), Wicked Sammich (2016)"
2776 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66548,-79.46161,Junction Area (90),T And P Vietnam Market (2013)
2787 DUNDAS ST W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.66519,-79.46216,Junction Area (90),Henrys Variety Store (2013)
2788 DUNDAS ST W,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.66559,-79.46218,Junction Area (90),One Stop Variety (2013)
2790 DUNDAS ST W,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.66559,-79.46248,Junction Area (90),"Roux (2012), Roux Bistro And Bar (2014)"
2798 DUNDAS ST W,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.66556,-79.46273000000001,Junction Area (90),Double Double Pizza And Chicken (2012)
2800 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.6656,-79.46281,Junction Area (90),Luna Junction (2018)
2802 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66551,-79.46282,Junction Area (90),Junction Meats (2012)
2804 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66556,-79.4629,Junction Area (90),Cool Hand Of A Girl (2012)
2827 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66516,-79.46351999999999,Junction Area (90),Shoxs Billiards Lounge (2012)
2830 DUNDAS ST W,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0.33333,1,0.33333,0,43.66565,-79.4638,Junction Area (90),Kaffebar (2014)
2840 DUNDAS ST W,0,0,0,1,1,0,1,0,0,1,0,1,1,3,0.5,1,0.5,0,43.66561,-79.464,Junction Area (90),"Deco (2018), See Scape (2015)"
2841 DUNDAS ST W,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.66518,-79.46382,Junction Area (90),Dollar Guys (2013)
2842 DUNDAS ST W,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.66558,-79.46406,Junction Area (90),"Ko Foods (2012), Thomas Franks (2018)"
2848 DUNDAS ST W,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.66564,-79.46435,Junction Area (90),"La Revolucion (2014), La Revolution (2012)"
285 ST JOHNS RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66367,-79.48108,Junction Area (90),St. Johns Convenience Mart (2012)
2850 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66558,-79.46429,Junction Area (90),Big  Convenience (2013)
2853 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0.33333,1,0.33333,0,43.66519,-79.46428,Junction Area (90),"Chicas Chicken (2018), Concourse Restaurant (2012)"
2856 DUNDAS ST W,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0.33333,1,0.33333,0,43.66558,-79.4649,Junction Area (90),"A And W (2017), Super Submarine (2012)"
2861 DUNDAS ST W,1,0,0,1,1,1,1,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.665209999999995,-79.46503,Junction Area (90),"D And Y Sushi (2015), Phils Espresso Bar (2012)"
2865 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.665209999999995,-79.46508,Junction Area (90),Optimum Natural Foods (2013)
2866 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.66563,-79.46514,Junction Area (90),Pinots Palette (2016)
2867 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66519,-79.46519,Junction Area (90),The Hole In The Wall (2012)
2872 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66563,-79.46524000000001,Junction Area (90),Celts Pub (2012)
2876 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66564,-79.46538000000001,Junction Area (90),Indie Alehouse (2012)
2877 DUNDAS ST W,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.665279999999996,-79.46544,Junction Area (90),"Rod Gun And Barbers (2014), Tea Blendz (2012)"
2883 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66523,-79.46556,Junction Area (90),Playa Cabana Cantina (2012)
2885 DUNDAS ST W,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.66523,-79.4656,Junction Area (90),Nodo Restaurant (2014)
2887 DUNDAS ST W,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.665209999999995,-79.46564000000001,Junction Area (90),Mavety Variety (2013)
2890 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66578,-79.46594,Junction Area (90),Dollarama (2013)
2897 DUNDAS ST W,0,0,0,1,1,1,2,0,0,1,0,0,1,2,0.33333,2,0.16667,0,43.665279999999996,-79.46608,Junction Area (90),"Maiz (2018), Subway (2015)"
2901 DUNDAS ST W,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0.33333,1,0.33333,0,43.665209999999995,-79.46605,Junction Area (90),Cut The Cheese (2014)
2904 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66564,-79.46635,Junction Area (90),Pascals Baguette And Bagels (2012)
2907 DUNDAS ST W,1,2,1,2,2,2,2,1,1,1,0,0,0,3,0.5,2,0.25,0,43.6653,-79.4663,Junction Area (90),"Junction City Music Hall (2015), Silk (2013), Silk Cafe (2012)"
2910 DUNDAS ST W,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.33333,1,0.33333,0,43.66563,-79.46655,Junction Area (90),Triple Z (2013)
2938 DUNDAS ST W,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.66572,-79.46752,Junction Area (90),"Grand Bargain Junction Gardens (2014), Grand Bargain Junction Gardens Postal Outlet (2012)"
2945 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66522,-79.46734000000001,Junction Area (90),The Beet (2012)
2946 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66563,-79.46769,Junction Area (90),Gourmeats (2013)
2948 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.6657,-79.46775,Junction Area (90),Full Stop (2013)
2952 DUNDAS ST W,0,1,0,1,1,1,1,1,1,1,0,0,0,3,0.5,1,0.5,0,43.665659999999995,-79.46783,Junction Area (90),"Margaret Restaurant (2013), Shamone (2015)"
2961 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.33333,1,0.33333,0,43.66529,-79.46798000000001,Junction Area (90),"Baan Thai Restaurant (2012), Isaan Der (2017)"
2968 DUNDAS ST W,0,0,1,1,1,0,1,0,1,0,0,1,1,3,0.5,1,0.5,0,43.66567,-79.46831999999999,Junction Area (90),"The Beet (2018), The Passenger (2014)"
2982 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.33333,1,0.33333,0,43.66571,-79.46892,Junction Area (90),"Al Pastor Authentic Mexican Taquieria (2016), Lan Sushi (2012)"
2984 DUNDAS ST W,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.66571,-79.469,Junction Area (90),The Raw Chemist Juice Bar (2014)
2986 DUNDAS ST W,0,0,1,1,1,0,0,0,1,0,0,1,0,2,0.33333,1,0.33333,0,43.66576,-79.46907,Junction Area (90),La Vizziata (2014)
2995 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66522,-79.46925,Junction Area (90),The Sweet Potato (2012)
2996 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66567,-79.46939,Junction Area (90),North Of Bombay (2012)
2998 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6657,-79.46945,Junction Area (90),The Purple Onion (2012)
30 GUNNS RD,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.33333,1,0.33333,0,43.67367,-79.47291,Junction Area (90),Hollywood Foods (2014)
30 WESTON RD,0,0,3,4,3,4,5,0,3,1,1,3,1,9,1.5,5,0.3,1,43.67305,-79.46812,Junction Area (90),"Bulk Barn (2014), Five Guys Burger And Fries (2015), Freshii (2017), Habiba (2014), Healthy Planet (2017), Kfc Fresh (2014), Sweet A La Mode (2018)"
3011 DUNDAS ST W,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.6653,-79.46956999999999,Junction Area (90),Stadt Cafe (2017)
3012 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66568,-79.46977,Junction Area (90),Vesuvio (2012)
3015 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.33333,1,0.33333,0,43.66527,-79.46969,Junction Area (90),"Agora Cafe (2012), Ub Social Cafe (2017)"
3020 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66571,-79.47006,Junction Area (90),High Park Spicy House (2012)
3026 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66572,-79.47031,Junction Area (90),Gabbys (2012)
3029 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66529,-79.47001999999999,Junction Area (90),Solero Mediterranean Bakery (2012)
3030 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66583,-79.4705,Junction Area (90),3030 (2012)
3032 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66567,-79.47049,Junction Area (90),The Friendly Thai (2012)
3034 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6657,-79.47057,Junction Area (90),Curry Twist Restaurant (2012)
3035 DUNDAS ST W,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.665279999999996,-79.47051,Junction Area (90),When The Pig Came Home Delicatessen (2016)
3040 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6657,-79.47079000000001,Junction Area (90),Delight (2012)
3042 DUNDAS ST W,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.6657,-79.47085,Junction Area (90),Junction Fromageri (2013)
3047 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66531,-79.47102,Junction Area (90),Bricco Kitchen And Wine Bar (2013)
3048 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,2,0,2,0.33333,1,0.33333,0,43.66568,-79.47095999999999,Junction Area (90),"Axis Cafe (2017), Axis Gallery And Grill (2012)"
3050 DUNDAS ST W,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.6657,-79.47129,Junction Area (90),Ld Variety (2013)
3054 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.665690000000005,-79.47145,Junction Area (90),Bunners (2012)
3056 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.665690000000005,-79.4715,Junction Area (90),Sweet Troley Bakery (2012)
3064 DUNDAS ST W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.665690000000005,-79.47176999999999,Junction Area (90),Ro House (2015)
3070 DUNDAS ST W,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0.33333,1,0.33333,0,43.665659999999995,-79.47193,Junction Area (90),"Dirty Food Eatery (2016), Locomotive (2012)"
3074 DUNDAS ST W,1,1,0,1,1,1,1,0,1,1,2,0,0,4,0.66667,1,0.66667,0,43.6658,-79.47209000000001,Junction Area (90),"Freshii (2016), G And J Sunnyside Cafe (2012), Yogurtys Froyo (2015)"
3076 DUNDAS ST W,0,0,0,1,1,1,1,0,0,1,2,0,0,3,0.5,1,0.5,0,43.66567,-79.47241,Junction Area (90),"John Conrad (2015), Junction Local (2016)"
3077 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66535,-79.47188,Junction Area (90),Starbucks Coffee (2012)
3079 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66537,-79.47225,Junction Area (90),Crema Coffee Co. (2012)
3080 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,2,0,0,2,0.33333,1,0.33333,0,43.66575,-79.4725,Junction Area (90),"Grasshopper (2016), Little Fish Bakes Good (2012)"
3088 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66577,-79.47274,Junction Area (90),Dundas Pizza (2012)
3101 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.66532,-79.47296,Junction Area (90),Hooked (2018)
3103 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66533,-79.47299,Junction Area (90),Ice Cream Junction (2013)
3104 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66577,-79.47317,Junction Area (90),Jaynes Gourmet Catering (2012)
3108 DUNDAS ST W,1,1,1,0,0,1,1,0,0,1,0,1,0,2,0.33333,1,0.33333,0,43.665659999999995,-79.47349,Junction Area (90),"Avec Panache (2012), Leela   Indian Food Bar (2017)"
3109 DUNDAS ST W,0,1,1,1,0,1,1,1,0,0,1,1,0,3,0.5,1,0.5,0,43.66536,-79.47312,Junction Area (90),"Humble Beginnings (2013), The House Of Common (2017)"
3114 DUNDAS ST W,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66577,-79.47371,Junction Area (90),Coin Laundry Lounge (2012)
3115 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66536,-79.47341,Junction Area (90),Dundas Variety (2013)
3142 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66572,-79.47468,Junction Area (90),Euro Pasta Take Out (2012)
3157 DUNDAS ST W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66537,-79.47493,Junction Area (90),Tim Hortons (2013)
3178 DUNDAS ST W,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.66572,-79.47591,Junction Area (90),Amani Earls Coffee And Tea Bar (2013)
3217 DUNDAS ST W,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.66538,-79.47709,Junction Area (90),Oaks N Acorns (2015)
324 WESTON RD,1,1,0,1,1,1,0,0,1,1,0,0,1,3,0.5,1,0.5,0,43.678709999999995,-79.47419000000001,Junction Area (90),Welcome Variety And Lotto Centre (2012)
325 WESTON RD,4,4,4,5,4,4,4,0,0,1,1,0,0,2,0.33333,5,0.06667000000000001,1,43.6789,-79.47312,Junction Area (90),"Churrasqueira Praia Da Vagueira (2012), Dessert Trends (2012), Glamour Bar And Lounge (2012), Lucky Dragon Pearl (2015), Moondoo Chinese Garden (2012)"
3256 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.665729999999996,-79.47861,Junction Area (90),Malta Bake Shop (2012)
3260 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66574,-79.47875,Junction Area (90),1 Plus 2 Pizza And Wing (2012)
3261 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66537,-79.47879,Junction Area (90),Stars Supermarket Variety (2012)
33 GUNNS RD,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.67374,-79.47184,Junction Area (90),"Mrs. Ms Grill (2012), Stop 33 Meat Shop (2012)"
3324 DUNDAS ST W,0,0,1,1,0,0,0,0,1,0,1,0,0,2,0.33333,1,0.33333,0,43.66576,-79.48095,Junction Area (90),Raw Juice Guru (2014)
3333 DUNDAS ST W,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.33333,1,0.33333,0,43.66545,-79.48125,Junction Area (90),Caboose Coffee House (2013)
3336 DUNDAS ST W,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.66585,-79.48129,Junction Area (90),Melita Soccer Club Inc. (2017)
3345 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.665420000000005,-79.4816,Junction Area (90),Eastern Angel House (2012)
3348 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66583,-79.48163000000001,Junction Area (90),Venerica Meat (2012)
3358 DUNDAS ST W,1,1,1,1,1,1,1,0,2,2,0,2,2,8,1.33333,1,1.33333,0,43.66577,-79.48203000000001,Junction Area (90),"Indilicious Fine Indian Cuisine (2018), Mr Pita Wrap (2012), Q7 Grill And Pastry (2015), Shawarma And Grill (2014), Tri Resto Pizzeria (2017)"
34 CAWTHRA AVE,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.668929999999996,-79.46382,Junction Area (90),Alcove Coffee (2018)
344 HIGH PARK AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66538,-79.47059,Junction Area (90),Dominos Pizza (2012)
346 RYDING AVE,0,2,2,2,1,1,1,2,0,0,1,0,0,3,0.5,2,0.25,0,43.66843,-79.48229,Junction Area (90),"Augies Gourmet Ice Pops (2013), Madeleines (2013)"
347 KEELE ST,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.6647,-79.46392,Junction Area (90),"Magic Oven (2013), See Scape (2018)"
369 KEELE ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.665259999999996,-79.46431,Junction Area (90),Galaxy Donuts (2012)
372 PACIFIC AVE,2,2,2,2,1,1,1,0,0,2,1,0,0,3,0.5,2,0.25,0,43.66425,-79.46863,Junction Area (90),"1945261 Ontario Inc (2015), Bright Management Inc (2012), Tim And Sues No Frills (2012)"
374 KEELE ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.66557,-79.46478,Junction Area (90),Wong Cafe (2012)
382 KEELE ST,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66564,-79.46483,Junction Area (90),Wilder (2017)
384 PACIFIC AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.66502,-79.4686,Junction Area (90),Bruces Gifts And Variety (2013)
390 PACIFIC AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66516,-79.46874,Junction Area (90),Cafe Cranberries (2012)
392 PACIFIC AVE,1,1,1,1,1,1,1,0,2,0,2,0,0,4,0.66667,1,0.66667,0,43.665209999999995,-79.46875,Junction Area (90),"Espresso Mi Vida (2012), Famous Last Words (2016), O Banh Mi (2014)"
394 PACIFIC AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.665259999999996,-79.46874,Junction Area (90),Pho Huong (2013)
395 KEELE ST,0,1,1,1,1,0,0,1,2,0,0,1,0,4,0.66667,1,0.66667,0,43.66603,-79.46443000000001,Junction Area (90),"Dora Bar And Grill (2013), Heat Bar And Grill (2014)"
397 KEELE ST,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.666059999999995,-79.46441999999999,Junction Area (90),Five Star Market (2013)
399 KEELE ST,1,1,1,1,2,1,1,0,0,0,1,1,0,2,0.33333,2,0.16667,0,43.666109999999996,-79.46464,Junction Area (90),"Indian Kiss (2012), Taste Seduction (2016)"
415 KEELE ST,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.667,-79.46477,Junction Area (90),Moms Coffee Shop (2012)
43 JUNCTION RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.66799,-79.46459,Junction Area (90),Organic Garage (2017)
514 ANNETTE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66028,-79.4798,Junction Area (90),Buddha Pie (2012)
520 ANNETTE ST,0,1,1,0,1,1,1,1,0,1,1,0,0,3,0.5,1,0.5,0,43.66029,-79.47989,Junction Area (90),"Jp Sushi (2016), Marky And Sparkys Smoke House (2013)"
522 ANNETTE ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.66029,-79.47993000000001,Junction Area (90),Young Smoke And Convenience (2012)
537 KEELE ST,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.670190000000005,-79.46621,Junction Area (90),"Convenience Store (2012), Esso Convenience Store (2018)"
590 KEELE ST,3,3,3,3,3,2,3,0,0,0,0,1,1,2,0.33333,3,0.11110999999999999,1,43.67113,-79.46755999999999,Junction Area (90),"Country Style Bistro Deli (2012), Harveys (2012), Swiss Chalet Rotisserie And Grill (2012), Tim Hortons (2018)"
60 WESTON RD,0,0,3,3,3,2,2,0,3,0,0,1,0,4,0.66667,3,0.22221999999999997,1,43.67429,-79.47061,Junction Area (90),"Second Cup (2014), Subway (2014), Sunset Grill (2014)"
603 KEELE ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.67174,-79.46696999999999,Junction Area (90),Mr. Onions (2012)
620 KEELE ST,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.67161,-79.46785,Junction Area (90),Shoppers Drug Mart (2012)
625 RUNNYMEDE RD,1,0,0,1,1,0,0,1,0,1,0,1,0,3,0.5,1,0.5,0,43.66418,-79.48113000000001,Junction Area (90),"Runnymede Health Care Centre   Serveries (2015), Runnymede Health Care Centre Satellite Kitchen (2012)"
